budget,id,original_language,original_title,popularity,revenue,status,vote_average,vote_count
15000000,10186,en,The Rocker,9.469873,8762890.0,Released,5.6,159.0
0,352156,en,Looking for Grace,0.224351,0.0,Released,10.0,1.0
0,18969,en,Demon Hunter,1.42662,0.0,Released,5.1,7.0
0,96108,en,See What I'm Saying: The Deaf Entertainers Documentary,0.076471,0.0,Released,4.0,2.0
0,175774,de,Rubinrot,8.582533,0.0,Released,6.6,330.0
0,105077,en,Battlestar Galactica: The Plan,6.190967,0.0,Released,6.6,145.0
0,62956,en,Very Annie Mary,0.474556,46352.0,Released,6.5,2.0
0,159121,fr,Paulette,6.031147,29494.0,Released,6.3,138.0
0,61528,en,Born Equal,0.513746,0.0,Released,6.3,3.0
0,14977,en,Red Sands,3.159248,0.0,Released,4.0,32.0
0,18238,en,Lesbian Vampire Killers,6.52808,0.0,Released,5.3,126.0
2300000,14467,en,Jaane Tu... Ya Jaane Na,1.970054,11100000.0,Released,6.7,37.0
0,189996,fr,Édouard et Caroline,0.406157,0.0,Released,5.0,2.0
0,130633,fr,J'accuse,0.228809,0.0,Released,6.0,2.0
0,108401,en,Star Maps,0.725694,0.0,Released,5.3,3.0
0,362682,zh,夏洛特烦恼,1.207719,0.0,Released,6.8,22.0
0,15513,en,Kissing a Fool,9.275956,0.0,Released,5.9,16.0
21000000,2575,en,The Tailor of Panama,6.226933,28008462.0,Released,6.2,97.0
0,132316,hi,Jab Tak Hai Jaan,4.856861,0.0,Released,7.2,68.0
0,93560,en,Batman and Robin,0.224261,0.0,Released,6.2,5.0
0,56685,en,Psalm 21,0.578867,0.0,Released,4.6,8.0
60000000,10992,en,Cats & Dogs,8.142251,93375151.0,Released,5.0,363.0
250000,85657,en,The Dynamiter,0.907111,0.0,Released,6.6,13.0
0,176983,ja,One Piece Film Z,3.754607,0.0,Released,7.2,83.0
0,32610,en,Babes in Arms,4.779775,0.0,Released,6.5,14.0
1,56745,en,Speed & Angels,0.749686,0.0,Released,3.3,3.0
0,20173,en,The Barefoot Executive,0.914294,0.0,Released,5.2,10.0
0,275573,en,Bitter Creek,0.001218,0.0,Released,0.0,0.0
0,26124,en,Face,2.135508,0.0,Released,6.0,13.0
30000000,49009,en,The Way Back,9.402082,20348249.0,Released,6.8,462.0
0,19400,en,Gwendoline,2.520484,1337274.0,Released,4.2,23.0
0,49709,he,Kipor,1.010085,0.0,Released,4.0,5.0
0,21964,zh,天下第一拳,1.590512,0.0,Released,6.7,24.0
0,11677,de,Stadtgespräch,0.731105,0.0,Released,6.2,5.0
36000000,227735,en,Dolphin Tale 2,8.268684,52424533.0,Released,6.7,98.0
0,120280,fi,Pekka ja Pätkä puistotäteinä,0.10156,0.0,Released,4.0,2.0
0,25428,en,I Love Your Work,1.224042,0.0,Released,6.5,2.0
10000000,326011,ru,Батальонъ,1.557671,7547762.0,Released,5.9,6.0
0,56759,fr,Notre Dame de Paris,1.925849,0.0,Released,8.0,26.0
0,13398,ja,東京ゴッドファーザーズ,6.288949,0.0,Released,7.7,178.0
25000000,14248,en,Igor,9.369432,30000000.0,Released,5.6,154.0
0,46451,en,Cummings Farm,0.7402,0.0,Released,3.0,5.0
0,27917,en,Pool of London,1.327401,0.0,Released,7.0,3.0
0,96496,nl,Brandende Liefde,0.036059,0.0,Released,5.0,1.0
0,57749,en,The Clinic,4.927278,0.0,Released,5.1,42.0
0,259,fr,L'amour en fuite,3.762139,0.0,Released,6.9,19.0
0,96419,es,Oriana,0.055894,0.0,Released,3.8,5.0
0,124108,en,Gotta Kick It Up,0.609379,0.0,Released,5.1,8.0
0,356401,he,Hatuna MeNiyar,0.252003,0.0,Released,6.3,4.0
0,225038,en,Дети века,0.272696,0.0,Released,5.0,2.0
0,79474,es,"Más que amor, frenesí",0.217406,0.0,Released,4.6,4.0
0,451955,fr,L'Amant double,9.907026,0.0,Released,6.2,72.0
1000000,20637,en,Panic,7.554807,779137.0,Released,6.8,27.0
0,38714,en,Save the Tiger,0.974663,0.0,Released,7.1,18.0
8000000,16980,en,The Last Days of Disco,8.666763,0.0,Released,6.8,50.0
0,80809,en,Perry Mason Returns,0.159935,0.0,Released,6.5,2.0
0,31714,ko,Geu-rim-ja sal-in,1.296645,0.0,Released,6.6,13.0
0,107231,en,A Ticklish Affair,0.096838,0.0,Released,10.0,1.0
0,72962,en,George & A.J.,3.720354,0.0,Released,5.9,24.0
0,83079,en,Crystal Heart,0.329879,0.0,Released,7.0,1.0
0,60612,fr,Le Bal,0.674605,0.0,Released,7.4,12.0
0,115199,en,The History of Future Folk,1.807096,0.0,Post Production,6.6,27.0
0,92424,fr,L'art d'aimer,3.00035,0.0,Released,5.4,17.0
0,60595,en,Siddhartha,0.366362,0.0,Released,5.3,3.0
0,6107,en,Murder in Three Acts,1.18855,0.0,Released,5.4,5.0
0,14609,en,Ultimate Avengers,6.425482,6700000.0,Released,6.5,85.0
0,214129,en,Bakit Hindi Ka Crush Ng Crush Mo?,0.834795,0.0,Released,5.1,7.0
0,19338,en,Out of the Ashes,0.996542,0.0,Released,3.8,3.0
0,209414,nl,De kus,0.631618,0.0,Released,4.0,1.0
0,30702,en,Conrack,1.557693,0.0,Released,7.1,12.0
22000000,13680,en,The Game Plan,9.627676,147880543.0,Released,6.0,434.0
0,53650,en,The Ugly American,0.875873,0.0,Released,5.8,8.0
0,18898,en,Looking for Eric,3.840482,0.0,Released,6.4,74.0
0,32612,en,The Traveler,1.628307,0.0,Released,5.2,21.0
0,57387,fr,Contre toi,0.460063,0.0,Released,6.1,8.0
0,63584,en,Usatyy Nyan,0.056979,0.0,Rumored,8.5,2.0
0,120588,en,Something to Shout About,0.048972,0.0,Released,0.0,0.0
0,106629,nl,Dolfje Weerwolfje,1.53068,0.0,Released,5.3,6.0
1500000,33519,en,Amityville: A New Generation,6.401828,0.0,Released,2.8,17.0
0,80364,en,Easy Living,1.170418,0.0,Released,6.1,13.0
0,278778,en,Dancing Ninja,0.205246,0.0,Released,4.7,3.0
16000000,263471,ta,ஐ,1.878496,0.0,Released,6.8,27.0
0,84493,en,Hoshi no Orpheus,0.09555,0.0,Released,0.0,0.0
150000,51122,en,Make-Out with Violence,0.41111,0.0,Released,5.7,6.0
0,88875,en,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,0.473593,0.0,Released,6.9,12.0
0,193315,en,Too Much Johnson,0.969562,0.0,Released,6.5,4.0
0,7300,en,One Fine Day,7.009946,97529550.0,Released,6.1,160.0
0,116639,en,The Naughty Flirt,0.024511,0.0,Released,0.0,0.0
0,44992,en,Hubble 3D,3.774768,0.0,Released,6.7,41.0
0,161880,en,One Step Ahead of My Shadow,0.003646,0.0,Released,0.0,0.0
0,55580,en,Fermo posta Tinto Brass,7.02299,0.0,Released,5.1,22.0
0,221717,it,Le fate,0.673996,0.0,Released,6.0,1.0
0,64349,fr,Série noire,0.976968,0.0,Released,6.3,11.0
35000000,18320,en,The Young Victoria,8.437587,27409889.0,Released,7.1,330.0
0,251783,en,Pleasure or Pain,4.229239,0.0,Released,4.5,21.0
0,44328,fr,La sirène,0.484001,0.0,Released,4.5,10.0
0,102256,en,Marianne,0.084709,0.0,Rumored,5.3,2.0
0,61015,en,"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",0.114274,0.0,Released,5.5,2.0
0,48775,ru,Убийцы,1.322345,0.0,Released,6.3,16.0
0,88034,fr,L'hypothèse du tableau volé,0.339143,0.0,Released,7.4,10.0
500000,55049,en,Trois vies et une seule mort,1.163947,0.0,Released,8.0,5.0
0,45284,ja,Autoreiji,6.355452,0.0,Released,6.7,92.0
0,33563,en,Bickford Shmeckler's Cool Ideas,2.555543,0.0,Released,5.6,27.0
0,184345,en,A Haunted House 2,8.172603,0.0,Released,5.4,352.0
0,8868,fr,Astérix et la surprise de César,7.174178,0.0,Released,6.5,122.0
0,448290,en,Half -Life,0.28268,0.0,In Production,3.7,3.0
0,72715,en,Lightning Bolt: The Power Of Salad,0.060326,0.0,Released,7.0,1.0
0,73835,it,Il Paramedico,0.07955,0.0,Released,5.0,2.0
0,836,pt,Vidas secas,0.684876,0.0,Released,6.4,17.0
0,85312,en,Making the Boys,0.173956,0.0,Released,0.0,1.0
0,60850,de,Reine Geschmacksache,1.160355,1101480.0,Released,6.6,8.0
400000,2994,it,Diabolik,2.586658,0.0,Released,6.1,23.0
0,19209,en,White Water Summer,7.74579,300859.0,Released,6.1,28.0
9000000,11545,en,Rushmore,5.997054,17096053.0,Released,7.5,688.0
0,50562,en,Porn Star: The Legend of Ron Jeremy,0.794916,0.0,Released,6.0,9.0
0,5458,en,Cruel Intentions 2,4.333637,0.0,Released,4.4,99.0
0,65482,fr,Tilaï,0.363502,0.0,Released,5.8,4.0
0,65615,fr,Les innocents,0.034341,0.0,Released,4.6,4.0
40000000,109410,en,42,11.637224,95020213.0,Released,6.8,795.0
0,25366,en,Methadonia,0.108379,0.0,Released,3.3,3.0
21800000,43549,en,The Experiment,9.662564,0.0,Released,6.4,304.0
0,9971,en,The Last Run,0.994808,0.0,Released,3.0,3.0
0,37857,en,Don's Plum,5.339888,6297.0,Released,6.3,18.0
0,27261,en,Orders to Kill,0.91468,0.0,Released,5.0,1.0
0,96750,en,The Crisis of Civilization,0.09348,0.0,Released,8.3,2.0
0,75969,de,Männerherzen... und die ganz ganz große Liebe,1.713808,0.0,Released,6.2,31.0
0,136867,en,Oliver Twist,1.306213,0.0,Released,6.3,12.0
0,15558,en,Journey to the End of the Night,1.352039,0.0,Released,6.8,9.0
0,10809,es,Los debutantes,0.79207,0.0,Released,4.3,6.0
0,111607,en,What Price Glory,0.285788,0.0,Released,5.0,1.0
30000000,1874,en,Goodbye Bafana,10.480169,0.0,Released,7.0,38.0
0,9791,en,Animal Factory,6.432071,0.0,Released,6.6,46.0
0,92475,ru,Три песни о Ленине,0.483934,0.0,Released,6.4,5.0
0,32162,cn,黑白戰場,0.837863,0.0,Released,7.0,5.0
3000000,14565,en,Love Lies Bleeding,1.16919,0.0,Released,6.3,9.0
80000000,12201,en,Edge of Darkness,9.554067,74901339.0,Released,6.2,496.0
0,27404,en,My Big Fat Independent Movie,0.79138,0.0,Released,3.0,5.0
7,13006,en,Split Second,3.2768,5.0,Released,5.8,64.0
0,28392,en,Moonrise,0.69562,0.0,Released,4.8,9.0
0,134679,it,Pronto ad uccidere,0.031907,0.0,Released,5.0,1.0
0,32273,fr,Ça commence aujourd'hui,1.450026,0.0,Released,7.1,10.0
0,12447,en,Driving Me Crazy,0.260015,0.0,Released,4.4,4.0
0,26250,en,Wanda Sykes: I'ma Be Me,0.211198,0.0,Released,6.0,2.0
20000000,16290,en,Jackass 3D,10.997518,117224271.0,Released,6.4,434.0
0,43772,fa,رأی مخفی,0.221421,0.0,Released,5.7,3.0
500000,54320,en,Love,3.760776,0.0,Released,5.4,74.0
110000,70656,en,Imagination,0.006919,0.0,Released,0.0,0.0
0,232034,en,The Desert Song,0.808048,0.0,Released,6.0,1.0
0,30712,en,Free Money,4.003018,0.0,Released,5.7,9.0
0,175503,de,Von morgens bis Mitternacht,0.151641,0.0,Released,7.7,3.0
0,45940,bn,সীমাবদ্ধ,0.278459,0.0,Released,6.5,4.0
40000000,9522,en,Wedding Crashers,11.100597,285176741.0,Released,6.4,1406.0
0,156015,fr,Out 1: Spectre,0.63294,0.0,Released,7.0,2.0
7100000,17501,hi,Don : The Chase Begins Again,7.633636,0.0,Released,7.3,68.0
0,57681,en,Legalese,0.103131,0.0,Released,4.0,1.0
0,86201,en,Welcome Home Brother Charles,0.041,0.0,Released,5.0,1.0
937000,295698,en,Free the Nipple,1.405665,0.0,Released,5.0,14.0
0,99022,en,Stephen Fry: The Secret Life of the Manic Depressive,0.20278,0.0,Released,6.0,4.0
0,44698,en,The Evil,1.06686,0.0,Released,5.9,10.0
0,44720,fr,Lignes de Front,0.313159,0.0,Released,5.5,1.0
0,387252,ta,காதலும் கடந்து போகும்,0.756886,0.0,Released,7.9,6.0
0,282768,it,Maicol Jecson,0.390501,0.0,Released,0.0,0.0
0,26630,en,Shank,1.786749,0.0,Released,4.9,15.0
0,51334,tr,Beş Şehir,1.016026,0.0,Released,7.1,5.0
0,80633,en,The Hands of Orlac,0.64846,0.0,Released,4.3,3.0
0,169090,en,På palmblad och rosor,0.036214,0.0,Released,6.0,1.0
0,32293,en,The Cheetah Girls,5.973243,0.0,Released,4.9,90.0
0,174326,en,A Birder's Guide to Everything,2.401451,0.0,Released,6.5,19.0
0,18129,en,The Grifters,10.809693,13446769.0,Released,6.5,112.0
0,56343,it,Una vita difficile,1.071131,0.0,Released,8.6,12.0
200000,43595,en,She Done Him Wrong,1.840758,2200000.0,Released,5.2,28.0
0,43849,en,Sweethearts,0.127728,0.0,Released,5.0,1.0
0,411442,zh,盗墓笔记,0.526202,0.0,Released,7.3,4.0
0,78093,en,Alyce Kills,3.521225,0.0,Released,5.8,35.0
0,47045,en,She's Out of Control,1.685918,12065892.0,Released,4.7,24.0
20000000,295964,en,Burnt,8.066726,36606743.0,Released,6.3,974.0
75000000,9802,en,The Rock,13.249824,335062621.0,Released,6.9,1474.0
0,25908,cs,Údolí včel,1.406401,0.0,Released,7.1,15.0
0,51355,en,The Rough House,0.885458,0.0,Released,5.6,8.0
0,403357,es,1898. Los últimos de Filipinas,12.129986,0.0,Released,6.5,39.0
10000000,21641,en,The Damned United,11.545627,0.0,Released,7.2,156.0
20000000,345922,en,Fist Fight,22.831649,0.0,Released,6.2,339.0
950000,24094,en,Necessary Evil,1.618261,0.0,Released,3.3,5.0
6000000,13990,en,The Wackness,5.598338,2899975.0,Released,6.2,95.0
0,277819,ru,Фабрика,0.245512,0.0,Released,5.0,4.0
212000,96713,en,The Marriage Circle,0.534386,0.0,Released,5.6,4.0
0,48216,fr,La bûche,1.414306,0.0,Released,5.8,12.0
0,10765,en,Private Benjamin,11.431866,0.0,Released,6.0,103.0
0,47354,en,K-9: P.I.,7.704213,0.0,Released,5.6,35.0
0,38726,en,Stage Door Canteen,0.789004,0.0,Released,6.3,2.0
22000000,10950,en,I Am Sam,12.935016,92542418.0,Released,7.2,542.0
0,13222,en,The Devil and Daniel Johnston,1.584846,0.0,Released,8.1,33.0
0,65777,en,The October Man,1.165061,0.0,Released,5.6,9.0
0,50364,en,The Bad Mother's Handbook,0.314837,0.0,Released,6.3,6.0
6500000,32523,en,The Work and the Glory III: A House Divided,0.752508,1325092.0,Released,7.5,2.0
0,19973,en,Comedian,7.938629,2744253.0,Released,6.8,21.0
0,14603,en,Kuffs,6.370387,0.0,Released,5.3,60.0
0,122270,de,Die Niklashauser Fart,0.085174,0.0,Rumored,8.0,2.0
0,301744,ru,Пьющие кровь,0.002723,0.0,Released,0.0,0.0
0,22130,fr,Le lac des morts vivants,1.385791,0.0,Released,3.2,18.0
0,44736,en,The Long Ships,1.835475,0.0,Released,6.0,15.0
0,14415,fr,Séraphine,1.998584,0.0,Released,6.6,26.0
0,4546,en,The Count of Monte-Cristo,4.946081,0.0,Released,6.1,30.0
1000000,277685,en,Unfriended,10.07817,62882090.0,Released,5.5,1092.0
7000000,59735,en,Cameron's Closet,0.861473,136203.0,Released,4.8,7.0
4600000,147773,en,The Way Way Back,10.342737,23198652.0,Released,7.1,695.0
1000000,567,en,Rear Window,17.911314,36764313.0,Released,8.2,1531.0
0,85512,en,Jaws of Satan,1.026078,0.0,Released,5.8,7.0
0,17111,th,ชัตเตอร์ กดติดวิญญาณ,7.933786,0.0,Released,6.8,180.0
0,48376,en,Severe Clear,0.150115,0.0,Released,5.5,2.0
0,30793,en,House of Dracula,9.074831,0.0,Released,5.8,20.0
0,24679,en,Bird,4.942377,0.0,Released,6.6,49.0
65000000,3600,en,I Still Know What You Did Last Summer,11.023042,40002112.0,Released,5.1,381.0
0,10486,en,My Father the Hero,2.459585,0.0,Released,5.1,38.0
0,287594,ur,Dukhtar,0.539258,0.0,Released,6.4,7.0
0,3063,en,Duck Soup,6.819957,0.0,Released,7.6,170.0
0,107104,en,Beyond the Rising Moon,0.136234,0.0,Released,6.0,2.0
0,103745,fi,Vesku,0.251178,0.0,Released,6.0,3.0
0,102001,ja,Like Someone in Love,3.015326,0.0,Released,7.3,60.0
800000,29760,en,Cayman Went,0.579093,0.0,Released,4.5,2.0
0,46821,pt,O Sangue,0.470815,0.0,Released,7.6,5.0
0,188166,en,Blue Ruin,11.509412,258384.0,Released,6.9,464.0
0,25673,en,A Place in the Sun,6.656993,0.0,Released,6.9,87.0
0,113214,en,"Oh, Susanna",0.145666,0.0,Released,6.0,1.0
0,258193,en,Alien Abduction,5.991675,0.0,Released,4.8,102.0
0,42791,en,The Americanization of Emily,1.537428,0.0,Released,6.1,21.0
0,54566,fi,Millipilleri,0.001189,0.0,,0.0,0.0
33000000,11888,en,Snow Dogs,13.470227,0.0,Released,5.3,190.0
0,88013,fr,Pauvre Pierrot,0.673164,0.0,Released,6.1,19.0
0,307114,en,To Encourage the Others,0.311614,0.0,Released,0.0,0.0
0,414771,he,The Last Band In Lebanon,0.49439,0.0,Released,0.0,0.0
0,40090,en,Dirt! The Movie,0.126466,0.0,Released,6.7,3.0
13000000,157544,en,The Vatican Tapes,5.149301,1784763.0,Released,4.6,248.0
0,379008,en,Whitney Cummings: I'm Your Girlfriend,0.140222,0.0,Released,6.0,3.0
0,66018,cn,醉拳III,0.450367,0.0,Released,5.0,3.0
0,456098,en,All About the Money,0.918121,0.0,Released,6.7,6.0
0,55715,en,Fast Girl,0.510484,0.0,Released,4.0,6.0
0,39408,en,The Creature Walks Among Us,0.546229,0.0,Released,5.5,12.0
0,87737,en,Autoerotic,0.459301,0.0,Released,4.3,5.0
0,52480,en,Texas Across the River,0.3214,0.0,Released,5.7,5.0
0,252520,ja,ショート・ピース,1.273737,0.0,Released,7.0,16.0
14000000,30237,en,Onegin,7.171138,206128.0,Released,5.8,26.0
2000000,242224,en,The Babadook,8.832788,6676471.0,Released,6.5,1890.0
0,38531,fr,Back Stage,0.717345,0.0,Released,6.3,9.0
0,10129,de,Herbstmilch,0.02205,0.0,Released,0.0,0.0
0,25975,en,My Date with Drew,1.210937,0.0,Released,6.3,16.0
0,118251,en,First Flight,0.939069,0.0,Released,5.8,10.0
2500000,574,en,The Man Who Knew Too Much,12.547763,10250000.0,Released,7.3,276.0
11000000,9768,en,Cry-Baby,8.290384,8266343.0,Released,6.4,289.0
25000000,8388,en,¡Three Amigos!,6.377624,0.0,Released,6.3,287.0
0,79433,da,Ronal Barbaren,9.021421,0.0,Released,6.2,95.0
0,10542,de,Kondom des Grauens,4.67538,0.0,Released,5.7,23.0
0,43439,en,The Secret Garden,0.273022,0.0,Released,6.7,3.0
90000000,76285,en,Percy Jackson: Sea of Monsters,10.338222,174578751.0,Released,5.9,1685.0
38000000,22267,en,Ride with the Devil,7.059308,635096.0,Released,6.6,49.0
15000000,665,en,Ben-Hur,14.319743,146900000.0,Released,7.5,660.0
0,322922,en,Awaken,3.621457,0.0,Released,3.6,23.0
0,43026,en,Paris nous appartient,0.595496,0.0,Released,6.8,12.0
0,258358,en,Advanced Style,0.881511,0.0,Released,7.1,10.0
0,98103,en,Summer Job,0.003013,0.0,Released,4.3,3.0
0,18168,en,About Adam,2.100499,151559.0,Released,5.4,37.0
0,347331,en,Baji,0.023871,0.0,Released,0.0,0.0
0,121873,de,Hannah Arendt,5.329701,717205.0,Released,7.1,70.0
0,92452,en,Patton Oswalt: Werewolves and Lollipops,0.262641,0.0,Released,6.9,4.0
0,19877,ja,北斗の拳 : 世紀末救世主伝説,2.832555,18000000.0,Released,7.0,40.0
0,19103,en,As You Like It,2.918684,0.0,Released,5.5,13.0
0,124101,en,Rock Hudson's Home Movies,0.000809,0.0,Released,5.0,1.0
30000000,37056,en,Letters to Juliet,7.282488,0.0,Released,6.6,823.0
3000000,406,fr,La Haine,12.108196,0.0,Released,7.9,695.0
0,345735,cn,老笠,1.005211,0.0,Released,6.6,9.0
0,45181,es,Chile puede,0.020184,0.0,Released,0.0,0.0
5000000,117923,en,Assassin's Bullet,2.269177,0.0,Released,3.3,25.0
0,99579,fr,Les Adieux à la reine,6.974885,0.0,Released,5.8,88.0
0,22404,en,Man Hunt,6.924131,0.0,Released,6.8,31.0
350000,83902,hi,ना तुम जानो ना हम,0.736613,6100000.0,Released,4.4,5.0
0,69480,en,Tabloid,1.640733,0.0,Released,6.3,44.0
0,167928,fi,Valkoinen Kaupunki,0.110396,0.0,Released,5.7,3.0
0,160297,en,The Slanted Screen,0.303126,0.0,Released,0.0,0.0
0,85643,en,In Heaven There Is No Beer?,0.074231,0.0,Released,5.0,1.0
0,128124,en,The Lesser Blessed,0.518664,0.0,Released,6.3,8.0
0,76312,da,Mig og Charly,0.720125,0.0,Released,7.4,5.0
15000000,1562,en,28 Weeks Later,12.884191,64238440.0,Released,6.5,1225.0
0,167938,nl,Istanbul,0.00586,0.0,Released,0.0,0.0
0,36241,es,Los muertos,0.664293,0.0,Released,6.3,10.0
700000,11815,en,The Fly,8.407369,3000000.0,Released,6.9,129.0
0,43727,en,Jolene,2.060735,0.0,Released,6.2,32.0
0,20301,en,Daisy Kenyon,0.910004,0.0,Released,6.4,9.0
0,16224,ja,プラスチックリトル,0.240688,0.0,Released,6.0,3.0
0,180114,en,Holy Matrimony,0.613323,0.0,Released,7.0,1.0
6000000,25462,en,Two Can Play That Game,2.294632,0.0,Released,6.6,17.0
0,381021,en,Best and Most Beautiful Things,0.103395,0.0,Released,6.0,1.0
0,39177,fr,Artemisia,0.989115,0.0,Released,6.2,10.0
30000000,82696,en,Hope Springs,7.255301,114281051.0,Released,5.8,287.0
0,58106,en,The Boy Next Door,0.675401,0.0,Released,5.3,10.0
0,9694,ja,着信アリ,6.703174,0.0,Released,5.8,100.0
0,97397,de,Das Fernsehen unter dem Hakenkreuz,0.002758,0.0,Released,0.0,0.0
0,42934,en,Random Quest,0.121488,0.0,Released,5.5,2.0
0,10107,en,Firehouse Dog,7.078447,0.0,Released,6.0,44.0
0,44691,en,The Scarlet and the Black,3.522699,0.0,Released,6.4,10.0
0,306197,en,Unexpected,4.135614,0.0,Released,5.8,37.0
10000000,10726,en,American Psycho 2: All American Girl,4.968814,0.0,Released,4.6,81.0
0,428687,en,Deidra & Laney Rob a Train,2.487073,0.0,Released,5.7,17.0
0,180879,en,Harry Munter,0.304433,0.0,Released,4.3,3.0
0,316840,en,Bhoot Unkle,0.005157,0.0,Released,0.0,0.0
55000000,13,en,Forrest Gump,48.307194,677945399.0,Released,8.2,8147.0
0,102198,en,The Dive from Clausen's Pier,0.123866,0.0,Released,3.0,2.0
0,105861,tr,Çirkin dünya,0.001113,0.0,Released,0.0,0.0
0,80831,en,Sang Pemimpi,0.083371,0.0,Released,6.5,2.0
50000000,71552,en,American Reunion,8.10609,234989584.0,Released,6.1,1641.0
0,15925,en,633 Squadron,1.497347,0.0,Released,5.3,16.0
0,39889,en,The Candy Snatchers,0.002001,0.0,Released,6.8,8.0
0,315872,it,Mia madre,8.120076,0.0,Released,6.3,109.0
0,159389,en,TalhotBlond,2.371553,0.0,Released,6.1,16.0
0,357681,en,Hitting the Apex,1.948614,0.0,Released,8.4,19.0
0,30204,en,"Move Over, Darling",2.518743,0.0,Released,5.9,20.0
100000000,184315,en,Hercules,19.606895,243400000.0,Released,5.6,1707.0
0,35436,en,Le Vilain,1.868374,0.0,Released,5.9,29.0
0,46578,en,The Great American Girl Robbery,1.004865,0.0,Released,2.7,3.0
0,67927,sv,Driver dagg faller regn,0.100481,0.0,Released,4.0,2.0
0,256959,pt,"Branco Sai, Preto Fica",1.236621,0.0,Released,6.4,11.0
7500000,84907,en,Playback,2.263493,0.0,Released,3.7,40.0
0,33774,es,Tony Manero,1.855988,0.0,Released,6.6,21.0
40000000,37799,en,The Social Network,16.972995,224920315.0,Released,7.1,3492.0
0,20694,en,Rugrats Go Wild,9.599034,0.0,Released,5.6,62.0
2200000,13617,no,Mannen som elsket Yngve,0.976916,0.0,Released,6.4,17.0
0,228455,fr,L'ordre,0.000431,0.0,Released,6.5,2.0
0,104155,en,Mansome,2.345532,0.0,Released,4.8,38.0
0,13391,ja,ベクシル 2077日本鎖国,9.797201,0.0,Released,6.8,53.0
0,309028,ja,深夜食堂,2.094312,0.0,Released,7.6,10.0
0,200487,en,Web Junkie,0.911901,0.0,Released,6.1,5.0
0,392124,fr,Tout de suite maintenant,1.153504,0.0,Released,4.6,8.0
0,43681,en,Det Perfekte Menneske,0.74442,0.0,Released,7.2,10.0
0,189242,en,Alcan Highway,0.120931,0.0,Released,6.5,2.0
0,10751,da,Gamle mænd i nye biler,4.003761,0.0,Released,6.9,37.0
0,8776,hu,"Isten hozta, őrnagy úr!",0.199328,0.0,Released,5.9,4.0
0,50001,en,Lady of Burlesque,0.264695,0.0,Released,5.0,7.0
2000000,13075,en,Sherrybaby,3.319349,622806.0,Released,6.3,43.0
0,47837,en,The Fugitive Kind,3.310593,0.0,Released,6.5,16.0
0,23495,en,The War Tapes,0.273694,254190.0,Released,7.3,4.0
0,89484,en,Home from the Hill,0.893448,0.0,Released,3.8,8.0
75000000,1656,en,The Legend of Zorro,8.940007,142400065.0,Released,5.9,909.0
0,31767,en,The Devils,4.718102,0.0,Released,7.4,90.0
0,252724,en,Mary and Rhoda,0.859831,0.0,Released,0.0,0.0
0,269999,en,Fuoco!,0.001177,0.0,Released,0.0,0.0
0,44415,en,Benji: Off the Leash!,0.305638,0.0,Released,4.8,6.0
8500000,7983,de,Tiefland,0.146824,0.0,Released,6.0,4.0
600000,396289,en,Raising the Bar,1.347996,0.0,Released,6.0,10.0
60000000,11808,en,U.S. Marshals,8.462364,102367405.0,Released,6.2,383.0
0,16808,en,Pokémon Ranger and the Temple of the Sea,2.789398,0.0,Released,5.6,33.0
0,33159,en,The Donner Party,0.665873,0.0,Released,5.0,1.0
0,73600,en,Bombay Talkie,0.000952,0.0,Released,6.0,1.0
0,41848,en,The Amityville Curse,2.416489,0.0,Released,2.7,19.0
0,155011,it,Muzungu,0.057844,0.0,Released,6.0,1.0
70000000,10253,ko,디워,6.280906,53587404.0,Released,4.0,104.0
0,198450,en,Os canibais,0.000308,0.0,Released,7.7,3.0
0,72471,en,Thunder Over the Plains,0.002997,0.0,Released,0.0,0.0
0,11821,en,Doc Hollywood,10.068517,0.0,Released,5.9,154.0
0,20604,en,Metal: A Headbanger's Journey,1.905009,0.0,Released,7.8,41.0
0,233423,en,The Legend of Sarila,3.296338,15000000.0,Released,4.9,10.0
0,360022,en,"Kiss Me, Kill Me",0.124568,0.0,Released,0.0,0.0
100000000,280,en,Terminator 2: Judgment Day,22.661695,520000000.0,Released,7.7,4274.0
17000000,26390,en,Brooklyn's Finest,12.50422,29536299.0,Released,6.2,296.0
0,228109,en,Two-Bit Waltz,1.320951,0.0,Post Production,5.4,11.0
0,71825,en,Mistress,1.60034,1102469.0,Released,5.7,10.0
0,75878,en,Sacrificio: Who Betrayed Che Guevara,0.071988,0.0,Released,6.5,2.0
0,79361,de,Jonas,0.716933,0.0,Released,5.4,12.0
0,64042,ru,D'Artanyan I Tri Mushketyora,0.801275,0.0,Released,8.6,5.0
0,84658,en,Bonnie's Kids,1.135255,0.0,Released,6.3,8.0
0,172520,en,Coldwater,5.441277,0.0,Released,6.6,71.0
0,71630,fr,Le Ruffian,0.242037,0.0,Released,6.7,6.0
0,235984,hi,Goliyon Ki Raasleela Ram-Leela,6.034115,32000000.0,Released,7.1,54.0
0,11482,fr,Le locataire,6.583984,0.0,Released,7.7,181.0
0,44635,en,Just a Kiss,1.739704,0.0,Released,0.0,0.0
0,25649,ko,나쁜 남자,3.001605,0.0,Released,7.0,48.0
0,124902,en,A Dangerous Man: Lawrence After Arabia,0.488758,0.0,Released,8.5,4.0
